id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
7263,AA,1272,PSP,DFW,3,720,165,0
7264,AA,1593,MCO,MIA,3,720,65,1
7265,AA,1845,MIA,SJU,3,720,145,1
7266,AA,1898,ELP,DFW,3,720,100,0
7267,AA,2547,JFK,MCO,3,720,180,1
7268,AA,604,DFW,SDF,3,720,125,1
7269,AA,630,MCO,JFK,3,720,150,1
7270,AA,806,DEN,DFW,3,720,115,0
7271,AS,184,FAI,ANC,3,720,67,0
7272,AS,462,SEA,LAX,3,720,148,0
7273,AS,503,SNA,SEA,3,720,168,0
7274,AS,690,SEA,GEG,3,720,63,0
7275,B6,12,FLL,JFK,3,720,169,1
7276,B6,1416,LGB,AUS,3,720,165,0
7277,B6,454,FLL,BOS,3,720,182,1
7278,B6,682,DCA,BOS,3,720,83,0
7279,CO,1103,ORD,EWR,3,720,128,1
7280,CO,1104,EWR,ORD,3,720,154,0
7281,CO,1154,BOS,EWR,3,720,100,1
7282,CO,1434,PHX,EWR,3,720,276,1
7283,CO,1435,EWR,PHX,3,720,332,1
7284,CO,1849,FLL,IAH,3,720,171,1
7285,CO,387,EWR,SNA,3,720,369,1
7286,DL,1046,SLC,ATL,3,720,213,0
7287,DL,1546,PHX,ATL,3,720,220,1
7288,DL,1688,DTW,MEM,3,720,125,1
7289,DL,1710,DFW,ATL,3,720,125,1
7290,DL,1947,LGA,ATL,3,720,160,0
7291,DL,1948,DTW,LGA,3,720,108,0
7292,DL,1963,DCA,MSP,3,720,164,1
7293,DL,2062,DTW,PBI,3,720,182,1
7294,DL,2269,ATL,MCO,3,720,87,1
7295,DL,2339,DCA,ATL,3,720,120,1
7296,DL,2863,JFK,LAX,3,720,370,0
7297,DL,2880,SFO,ATL,3,720,280,0
7298,EV,4947,BHM,ATL,3,720,83,0
7299,EV,5002,ATL,OAJ,3,720,77,1
7300,EV,5402,JAX,DTW,3,720,150,1
7301,FL,892,LAX,MKE,3,720,240,0
7302,MQ,2726,DFW,BTR,3,720,80,0
7303,MQ,3547,DFW,CLE,3,720,150,0
7304,MQ,3830,ORD,IAH,3,720,165,0
7305,MQ,3997,FAR,ORD,3,720,115,1
7306,MQ,4021,ORD,CMI,3,720,50,1
7307,MQ,4057,SYR,ORD,3,720,135,1
7308,MQ,4075,ORD,TVC,3,720,60,1
7309,MQ,4212,ORD,BUF,3,720,95,1
7310,MQ,4614,DTW,LGA,3,720,105,1
7311,OH,6296,MKE,CVG,3,720,83,0
7312,OH,6467,BOS,JFK,3,720,83,0
7313,OH,6543,LGA,BHM,3,720,181,0
7314,OH,6551,BNA,CVG,3,720,81,0
7315,OH,6602,JAX,DCA,3,720,114,0
7316,OH,6742,DTW,SDF,3,720,89,1
7317,OO,7016,HPN,ORD,3,720,156,0
7318,UA,679,LGA,ORD,3,720,158,1
7319,UA,840,LAX,ORD,3,720,244,1
7320,US,1109,JFK,CLT,3,720,124,1
7321,US,1181,PBI,CLT,3,720,113,0
7322,US,1198,PBI,DCA,3,720,132,1
7323,US,1241,PHL,TPA,3,720,159,1
7324,US,1634,TPA,CLT,3,720,100,1
7325,US,2033,BOS,DCA,3,720,92,0
7326,US,2126,LGA,BOS,3,720,65,0
7327,US,2127,BOS,LGA,3,720,72,0
7328,US,2170,DCA,LGA,3,720,70,0
7329,US,2173,LGA,DCA,3,720,71,0
7330,US,49,LAS,DCA,3,720,267,0
7331,WN,1057,BUR,LAS,3,720,60,1
7332,WN,1123,MDW,FLL,3,720,180,1
7333,WN,170,PDX,LAS,3,720,125,1
7334,WN,1774,PHX,SEA,3,720,195,1
7335,WN,2198,CLE,BWI,3,720,75,0
7336,WN,23,DAL,HOU,3,720,60,0
7337,WN,24,HOU,DAL,3,720,55,1
7338,WN,3073,SAN,OAK,3,720,85,1
7339,WN,588,BWI,MCO,3,720,140,1
7340,WN,663,LAX,MDW,3,720,230,1
7341,WN,696,LAX,BWI,3,720,290,1
7342,WN,767,LIT,DAL,3,720,65,0
7343,WN,912,DEN,FLL,3,720,230,0
7344,XE,2195,MOB,IAH,3,720,90,0
7345,XE,2221,EWR,MEM,3,720,177,0
7346,XE,2471,PBI,IAH,3,720,169,1
7347,XE,2500,ELP,IAH,3,720,115,0
7348,XE,2636,SAT,IAH,3,720,58,0
7349,XE,2929,TUL,IAH,3,720,91,0
7350,XE,3097,EWR,IND,3,720,135,1
7351,YV,2967,SFO,LAS,3,720,92,0
7352,AS,61,YAK,CDV,3,721,52,0
7353,FL,119,ATL,TPA,3,721,89,1
7354,XE,5890,GSP,ORD,3,721,117,1
7355,9E,4152,RDU,CMH,3,722,110,1
7356,AS,62,SIT,KTN,3,722,53,0
7357,DL,2350,PDX,ATL,3,722,278,1
7358,FL,312,CLT,ATL,3,722,78,0
7359,XE,3090,AUS,IAH,3,722,56,0
7360,DL,1493,DTW,MCI,3,723,130,1
7361,DL,2088,SJC,MSP,3,723,231,1
7362,DL,80,MCO,JFK,3,723,155,1
7363,OO,4675,LWS,SLC,3,723,87,1
7364,OO,6416,BFL,SFO,3,723,72,0
7365,XE,2461,JAN,IAH,3,723,77,0
7366,YV,2714,FAT,PHX,3,723,96,0
7367,YV,2914,BFL,PHX,3,723,92,0
7368,9E,3884,SYR,DTW,3,724,91,1
7369,EV,4982,GRK,ATL,3,724,134,1
7370,OO,6350,SFO,ONT,3,724,79,1
7371,OO,6624,RDM,PDX,3,724,45,0
7372,UA,867,SFO,LAX,3,724,93,1
7373,9E,3983,DTW,CMH,3,725,58,1
7374,9E,4075,DTW,FNT,3,725,42,0
7375,9E,4302,CLE,DTW,3,725,60,0
7376,9E,4340,TPA,RDU,3,725,110,1
7377,AA,1210,ORD,BOS,3,725,125,1
7378,AA,1520,LAX,MIA,3,725,300,1
7379,AA,1757,LGA,STL,3,725,170,0
7380,AA,1820,IAH,DFW,3,725,65,0
7381,AA,1833,EWR,DFW,3,725,245,0
7382,AA,1936,LAX,SFO,3,725,90,0
7383,AA,2096,DFW,BWI,3,725,170,1
7384,AA,327,LGA,ORD,3,725,165,0
7385,AA,374,ORD,LGA,3,725,125,1
7386,AA,556,SAN,ORD,3,725,250,0
7387,AA,711,FLL,ORD,3,725,200,1
7388,AA,761,ORD,STL,3,725,65,1
7389,AA,808,DFW,IAH,3,725,65,0
7390,AA,874,LAX,ORD,3,725,245,1
7391,AS,645,PHX,SEA,3,725,195,1
7392,AS,675,DEN,SEA,3,725,172,0
7393,B6,66,JFK,BUF,3,725,79,1
7394,CO,118,EWR,TPA,3,725,180,1
7395,CO,1834,EWR,SEA,3,725,369,1
7396,CO,60,IAH,EWR,3,725,210,1
7397,DL,1026,DTW,ATL,3,725,129,1
7398,DL,1533,ATL,IAH,3,725,128,0
7399,DL,1730,ATL,CHS,3,725,69,0
7400,DL,2168,LAX,MSP,3,725,225,1
7401,DL,2323,DTW,PHX,3,725,265,1
7402,DL,2383,ATL,JAX,3,725,71,1
7403,DL,2406,SFO,MSP,3,725,229,0
7404,DL,2544,SMF,MSP,3,725,218,1
7405,DL,2551,LGA,PBI,3,725,182,1
7406,DL,2845,DTW,SFO,3,725,324,1
7407,DL,2848,FLL,BDL,3,725,178,1
7408,DL,400,ATL,MSP,3,725,160,0
7409,DL,465,DTW,SLC,3,725,244,1
7410,EV,4965,ATL,SDF,3,725,80,0
7411,EV,5068,ATL,ILM,3,725,76,1
7412,EV,5314,DTW,DFW,3,725,191,1
7413,EV,5325,ATL,LYH,3,725,76,1
7414,EV,5526,ATL,FNT,3,725,110,1
7415,EV,5572,ATL,BTR,3,725,94,1
7416,FL,112,DFW,ATL,3,725,116,0
7417,MQ,2732,MHK,DFW,3,725,90,0
7418,MQ,2924,BTR,DFW,3,725,90,0
7419,MQ,3044,LAX,DEN,3,725,140,0
7420,MQ,3238,CLL,DFW,3,725,55,0
7421,MQ,3346,SDF,DFW,3,725,150,0
7422,MQ,3584,MKE,DFW,3,725,165,0
7423,MQ,3900,ORD,BDL,3,725,125,0
7424,MQ,4145,CMH,JFK,3,725,110,0
7425,OH,6367,ATL,CVG,3,725,87,1
7426,OO,4513,OKC,MEM,3,725,94,0
7427,UA,612,ORD,DCA,3,725,111,0
7428,UA,680,ORD,LGA,3,725,132,1
7429,US,1029,BWI,CLT,3,725,85,0
7430,US,1250,MCO,PHL,3,725,143,1
7431,US,1299,MDT,CLT,3,725,102,0
7432,US,1630,DEN,CLT,3,725,183,0
7433,US,16,SFO,PHX,3,725,116,0
7434,US,1972,RSW,CLT,3,725,113,1
7435,WN,1294,SEA,SMF,3,725,105,0
7436,WN,1334,SMF,PHX,3,725,105,1
7437,WN,1458,ONT,LAS,3,725,55,1
7438,WN,1783,ALB,BWI,3,725,75,1
7439,WN,2027,HOU,BWI,3,725,170,1
7440,WN,2807,LAS,ABQ,3,725,85,1
7441,WN,2873,ONT,SJC,3,725,70,1
7442,WN,317,LAS,PHX,3,725,70,1
7443,WN,34,FLL,HOU,3,725,175,1
7444,WN,3763,DEN,BWI,3,725,200,1
7445,XE,2148,BNA,EWR,3,725,129,1
7446,XE,2650,MKE,CLE,3,725,69,1
7447,XE,3150,PBI,CLE,3,725,157,1
7448,YV,2610,CLT,EWR,3,725,113,0
7449,DL,2509,GRB,DTW,3,726,78,1
7450,EV,5547,ATL,VPS,3,726,73,1
7451,OO,6361,FAR,DEN,3,726,118,1
7452,YV,1026,LIH,HNL,3,726,29,0
7453,DL,2985,MKE,MSP,3,727,85,0
7454,EV,5260,CHO,ATL,3,727,107,0
7455,F9,487,MCO,MKE,3,727,169,0
7456,XE,2527,EWR,GSO,3,727,101,0
7457,CO,727,BWI,IAH,3,728,211,0
7458,DL,170,LAS,SLC,3,728,86,0
7459,DL,2074,MCO,MSP,3,728,207,1
7460,EV,5425,ATL,CRW,3,728,77,1
7461,OO,6230,EUG,PDX,3,728,41,0
7462,UA,245,DEN,SJC,3,728,166,0
7463,UA,844,SEA,SFO,3,728,136,0
7464,B6,554,RSW,EWR,3,729,170,1
7465,DL,2170,SAT,ATL,3,729,131,1
7466,DL,2898,GRR,DTW,3,729,58,0
7467,DL,2975,ORF,ATL,3,729,120,0
7468,FL,446,ATL,MSY,3,729,99,1
7469,HA,207,KOA,HNL,3,729,42,0
7470,OO,6940,IND,ORD,3,729,76,1
7471,YV,2942,CVG,CLT,3,729,86,0
7472,9E,3671,DTW,DLH,3,730,119,1
7473,9E,3838,DTW,SBN,3,730,57,1
7474,9E,3860,MBS,DTW,3,730,54,0
7475,AA,1036,MIA,BWI,3,730,150,1
7476,AA,1383,DFW,TUS,3,730,145,0
7477,AA,1492,SFO,DFW,3,730,210,0
7478,AA,1701,AUS,DFW,3,730,65,0
7479,AA,2024,DFW,BNA,3,730,100,0
7480,AA,2287,DFW,EGE,3,730,140,1
7481,AS,662,SEA,DFW,3,730,227,0
7482,CO,747,ORD,IAH,3,730,171,0
7483,CO,84,ATL,EWR,3,730,140,0
7484,DL,1090,ATL,IND,3,730,98,1
7485,DL,1166,RSW,CVG,3,730,144,0
7486,DL,1278,ATL,MDW,3,730,115,0
7487,DL,1507,ATL,SLC,3,730,252,1
7488,DL,1524,ATL,BWI,3,730,109,0
7489,DL,1719,DTW,LAX,3,730,305,1
7490,DL,208,MIA,JFK,3,730,180,1
7491,DL,2097,ATL,MIA,3,730,112,0
7492,DL,2208,ATL,IAD,3,730,105,0
7493,DL,2393,DTW,MSP,3,730,122,0
7494,DL,2430,DTW,GRB,3,730,81,0
7495,DL,2497,ATL,PBI,3,730,106,0
7496,DL,2781,IND,MSP,3,730,115,0
7497,EV,4944,DTW,CAK,3,730,58,1
7498,EV,4950,ATL,LEX,3,730,74,0
7499,MQ,2770,LFT,DFW,3,730,85,0
7500,MQ,2982,DFW,GRK,3,730,50,0
7501,MQ,3216,HOU,DFW,3,730,70,0
7502,MQ,3236,GRK,DFW,3,730,50,0
7503,MQ,3692,MIA,RIC,3,730,140,0
7504,MQ,3764,ORD,PHL,3,730,120,1
7505,MQ,3957,MEM,ORD,3,730,110,0
7506,MQ,4142,ORD,PIT,3,730,85,1
7507,MQ,4694,JFK,RDU,3,730,105,0
7508,OH,6662,DTW,FWA,3,730,54,0
7509,OO,4775,SAN,LAX,3,730,49,0
7510,OO,6455,YUM,LAX,3,730,80,0
7511,OO,6685,DEN,BOI,3,730,128,1
7512,UA,781,MCI,DEN,3,730,114,1
7513,US,1401,ORD,CLT,3,730,113,1
7514,US,1697,IAH,CLT,3,730,145,1
7515,US,1737,DCA,CLT,3,730,85,0
7516,US,1768,DFW,CLT,3,730,144,1
7517,US,997,PIT,CLT,3,730,93,1
7518,WN,1023,ABQ,DAL,3,730,95,0
7519,WN,1055,MCO,PHL,3,730,145,1
7520,WN,130,TUS,LAX,3,730,95,0
7521,WN,1664,SJC,LAX,3,730,70,1
7522,WN,181,LAS,SNA,3,730,70,1
7523,WN,2201,SAN,BWI,3,730,290,1
7524,WN,2254,SAT,LAS,3,730,180,1
7525,WN,2812,RDU,BWI,3,730,60,1
7526,WN,316,BWI,JAN,3,730,165,1
7527,WN,357,BHM,BWI,3,730,110,1
7528,WN,3682,FLL,AUS,3,730,195,1
7529,WN,527,TPA,IND,3,730,140,1
7530,WN,580,MCI,PHX,3,730,185,0
7531,WN,586,PHX,MDW,3,730,205,1
7532,WN,824,PHL,PIT,3,730,75,1
7533,XE,2981,BTR,IAH,3,730,64,0
7534,XE,3061,OKC,IAH,3,730,84,0
7535,XE,5997,ORD,CID,3,730,54,1
7536,YV,2895,DRO,PHX,3,730,109,0
7537,9E,3933,CMH,MEM,3,731,112,0
7538,FL,598,ATL,ROC,3,731,124,1
7539,OO,6327,LAX,SAN,3,731,48,0
7540,DL,2807,MCO,MEM,3,732,135,1
7541,EV,5525,CLE,ATL,3,732,112,1
7542,EV,5540,SHV,ATL,3,732,103,1
7543,FL,607,SFO,MKE,3,732,253,1
7544,OH,6368,STL,CVG,3,732,83,1
7545,OH,6698,ORD,MSP,3,732,93,0
7546,OO,6563,DEN,ASE,3,732,44,1
7547,DL,1295,PIT,ATL,3,733,112,0
7548,DL,2822,PHX,DTW,3,733,232,1
7549,FL,642,MKE,DEN,3,733,160,0
7550,OO,6257,TUL,DEN,3,733,106,1
7551,UA,103,DEN,SMF,3,733,162,1
7552,UA,561,DEN,OAK,3,733,168,0
7553,US,662,DEN,PHX,3,733,112,0
7554,9E,3855,BTV,DTW,3,734,131,1
7555,B6,594,MCO,HPN,3,734,155,0
7556,OO,6469,SNA,SFO,3,734,85,0
7557,YV,7256,IAD,IND,3,734,104,1
7558,9E,3807,DTW,MBS,3,735,52,0
7559,9E,3866,TUL,MEM,3,735,81,0
7560,9E,3874,ATL,STL,3,735,104,1
7561,9E,3969,ATL,HPN,3,735,148,0
7562,9E,4171,ELM,DTW,3,735,86,1
7563,9E,4244,DTW,AZO,3,735,53,1
7564,9E,4246,DTW,IND,3,735,73,1
7565,9E,4257,BOS,RDU,3,735,135,0
7566,9E,4371,SAV,DTW,3,735,142,1
7567,AA,1184,ORD,EWR,3,735,145,0
7568,AA,1630,DFW,LAS,3,735,180,1
7569,AA,1878,DFW,OKC,3,735,55,0
7570,AA,1886,SJU,MIA,3,735,165,1
7571,AA,1915,DFW,SLC,3,735,175,1
7572,AA,479,DFW,SEA,3,735,260,1
7573,AA,813,AUS,LAX,3,735,195,0
7574,AS,312,SEA,SFO,3,735,128,0
7575,B6,355,JFK,BUR,3,735,366,1
7576,CO,1504,TPA,CLE,3,735,140,1
7577,CO,254,SFO,CLE,3,735,270,1
7578,CO,259,DCA,IAH,3,735,208,0
7579,CO,306,EWR,CLT,3,735,122,1
7580,DL,1098,ATL,PIT,3,735,100,1
7581,DL,1177,RDU,ATL,3,735,95,0
7582,DL,1412,ATL,ORD,3,735,125,0
7583,DL,1505,DTW,MCO,3,735,160,0
7584,DL,1952,ATL,BNA,3,735,67,0
7585,DL,2702,MCO,CVG,3,735,135,0
7586,DL,2727,ATL,FLL,3,735,115,0
7587,DL,2958,DTW,MKE,3,735,75,0
7588,DL,46,BOS,ATL,3,735,176,1
7589,EV,5230,ATL,GSO,3,735,75,1
7590,EV,5248,ATL,MYR,3,735,70,0
7591,EV,5310,ATL,AGS,3,735,51,0
7592,EV,5377,MLI,ATL,3,735,116,1
7593,EV,7309,ATL,CHA,3,735,47,0
7594,F9,505,DEN,SEA,3,735,173,0
7595,F9,659,DEN,SFO,3,735,157,0
7596,HA,157,OGG,HNL,3,735,34,1
7597,MQ,2813,DFW,RAP,3,735,145,0
7598,MQ,2876,SAF,DFW,3,735,95,0
7599,MQ,2888,CRP,DFW,3,735,80,0
7600,MQ,3342,DFW,CRP,3,735,80,0
7601,MQ,3702,ORD,DEN,3,735,160,1
7602,MQ,4316,ORD,TUL,3,735,120,0
7603,MQ,4469,DCA,BNA,3,735,120,0
7604,OH,6652,DTW,ATW,3,735,88,0
7605,OH,6702,IND,MEM,3,735,94,0
7606,OH,6774,BDL,DCA,3,735,88,1
7607,OO,4441,FCA,SLC,3,735,95,1
7608,OO,4525,MCI,MSP,3,735,85,0
7609,OO,7765,PIH,SLC,3,735,53,1
7610,US,1562,PHL,BOS,3,735,75,0
7611,US,638,DFW,PHX,3,735,162,0
7612,US,977,PHL,PBI,3,735,159,1
7613,WN,1006,ELP,AUS,3,735,85,1
7614,WN,1021,HOU,AUS,3,735,45,1
7615,WN,1083,PHX,LAS,3,735,65,0
7616,WN,1345,ABQ,PHX,3,735,75,1
7617,WN,1489,ISP,PBI,3,735,180,1
7618,WN,1569,STL,PHX,3,735,215,1
7619,WN,1657,MCI,DEN,3,735,110,1
7620,WN,2200,PHL,RSW,3,735,185,1
7621,WN,2706,MDW,BWI,3,735,110,1
7622,WN,2801,TPA,PBI,3,735,55,1
7623,WN,350,MCO,ISP,3,735,145,1
7624,WN,598,PDX,OAK,3,735,100,1
7625,WN,770,DAL,ELP,3,735,105,0
7626,WN,844,BNA,HOU,3,735,130,1
7627,WN,961,OAK,HOU,3,735,220,1
7628,WN,987,DEN,PHX,3,735,115,1
7629,XE,2452,EWR,STL,3,735,169,1
7630,XE,2543,SAV,EWR,3,735,127,1
7631,YV,2672,SDF,CLT,3,735,90,0
7632,YV,2722,GJT,PHX,3,735,92,1
7633,YV,2763,ELP,PHX,3,735,81,0
7634,CO,726,ONT,IAH,3,737,181,1
7635,EV,7105,IAD,PWM,3,737,92,1
7636,EV,7131,IAD,CAE,3,737,87,0
7637,FL,1595,GPT,TPA,3,737,84,0
7638,HA,258,HNL,KOA,3,737,43,0
7639,OO,6426,SMF,SFO,3,737,49,0
7640,OO,6761,IAD,MSY,3,737,170,0
7641,YV,7247,IAD,ATL,3,737,116,1
7642,YV,7253,ORD,MEM,3,737,101,0
7643,YV,7304,IAD,JAX,3,737,116,0
7644,DL,1202,PBI,ATL,3,738,112,0
7645,DL,1569,RIC,ATL,3,738,111,1
7646,DL,2596,SFO,CVG,3,738,262,1
7647,FL,1278,TYS,MCO,3,738,97,0
7648,OO,6960,RAP,DEN,3,738,69,0
7649,FL,212,RSW,MKE,3,739,181,1
7650,OO,6635,SFO,CIC,3,739,55,1
7651,UA,115,ORD,MSP,3,739,93,0
7652,UA,151,IAD,ORD,3,739,132,1
7653,UA,778,IAD,MCO,3,739,147,0
7654,9E,4197,DTW,DSM,3,740,115,0
7655,AA,1082,LAS,ORD,3,740,220,0
7656,AA,1328,SMF,DFW,3,740,200,0
7657,AA,1373,MIA,DFW,3,740,195,0
7658,AA,1386,SEA,ORD,3,740,250,0
7659,AA,1622,PDX,DFW,3,740,220,1
7660,AA,1642,STL,DCA,3,740,110,0
7661,AA,1800,PHX,DFW,3,740,135,1
7662,AA,2238,ORD,MIA,3,740,185,1
7663,AA,2431,DFW,LAX,3,740,200,1
7664,AA,504,SJC,DFW,3,740,205,0
7665,AA,741,LGA,DFW,3,740,245,0
7666,B6,301,IAD,LGB,3,740,339,1
7667,CO,1512,SJC,IAH,3,740,220,1
7668,CO,368,PHX,CLE,3,740,224,1
7669,CO,608,PDX,IAH,3,740,235,1
7670,DL,1267,DTW,AUS,3,740,202,0
7671,DL,1489,MKE,ATL,3,740,125,1
7672,DL,1497,DTW,SAT,3,740,213,1
7673,DL,1560,SEA,CVG,3,740,257,1
7674,DL,1578,EYW,ATL,3,740,120,0
7675,DL,1983,ATL,PNS,3,740,70,0
7676,DL,2228,MCO,DTW,3,740,160,1
7677,DL,2311,ATL,DFW,3,740,150,0
7678,DL,2338,ATL,DCA,3,740,99,0
7679,DL,2472,TPA,ATL,3,740,94,0
7680,DL,45,CVG,ATL,3,740,99,1
7681,EV,5105,DTW,OMA,3,740,125,1
7682,EV,5324,ATL,CAE,3,740,57,1
7683,EV,5515,LEX,MEM,3,740,87,1
7684,FL,1219,SRQ,MDW,3,740,166,0
7685,FL,1255,TPA,IND,3,740,136,1
7686,FL,26,ATL,MDW,3,740,114,0
7687,HA,166,HNL,OGG,3,740,38,0
7688,MQ,2847,CHS,DFW,3,740,190,0
7689,MQ,2863,DFW,CVG,3,740,130,1
7690,MQ,3626,PNS,MIA,3,740,110,0
7691,MQ,3828,ORD,DCA,3,740,110,0
7692,MQ,3940,ORD,LEX,3,740,85,1
7693,MQ,4020,ROC,ORD,3,740,125,1
7694,MQ,4197,BNA,ORD,3,740,95,1
7695,MQ,4301,ORD,OKC,3,740,135,0
7696,MQ,4314,PIT,JFK,3,740,90,0
7697,OH,6552,DTW,PHL,3,740,105,0
7698,OO,3046,MKE,DSM,3,740,68,1
7699,OO,4537,PHX,SLC,3,740,97,0
7700,OO,6839,ORD,OMA,3,740,99,1
7701,OO,6953,ORD,BOI,3,740,229,1
7702,UA,285,IAD,SFO,3,740,367,0
7703,UA,920,ORD,BOS,3,740,139,0
7704,WN,1105,MDW,SDF,3,740,65,1
7705,WN,1106,OAK,PDX,3,740,100,1
7706,WN,1296,SAN,PHX,3,740,70,1
7707,WN,1325,JAN,MDW,3,740,120,1
7708,WN,1383,SLC,DEN,3,740,85,1
7709,WN,1499,TUL,HOU,3,740,95,0
7710,WN,1587,BNA,BWI,3,740,95,0
7711,WN,1662,SDF,BWI,3,740,85,0
7712,WN,20,DAL,LBB,3,740,65,1
7713,WN,2349,OAK,BUR,3,740,65,1
7714,WN,237,SLC,BWI,3,740,245,1
7715,WN,432,LAX,LAS,3,740,60,1
7716,WN,561,LAS,LAX,3,740,65,0
7717,WN,704,SLC,MDW,3,740,195,1
7718,WN,747,CMH,TPA,3,740,135,1
7719,WN,760,SFO,LAX,3,740,80,1
7720,XE,3064,CHS,EWR,3,740,118,1
7721,XE,5929,ORD,ICT,3,740,114,1
7722,9E,3711,PWM,DTW,3,741,142,1
7723,9E,3961,ROC,ATL,3,741,136,1
7724,9E,4009,ITH,DTW,3,741,96,1
7725,DL,166,TPA,JFK,3,741,165,1
7726,FL,1491,CMH,MCO,3,741,139,0
7727,OO,6282,IYK,LAX,3,741,56,0
7728,OO,6325,SAN,LAX,3,741,45,0
7729,OO,6695,ELP,DEN,3,741,108,0
7730,AS,43,ANC,BET,3,742,77,0
7731,CO,677,PHL,IAH,3,742,218,1
7732,DL,1031,IND,ATL,3,742,102,0
7733,DL,1923,BOS,DTW,3,742,142,1
7734,DL,2392,PHX,MSP,3,742,187,0
7735,DL,2877,ORD,ATL,3,742,123,1
7736,DL,64,LAS,ATL,3,742,232,0
7737,FL,734,MSP,MKE,3,742,72,1
7738,OO,6852,MCI,IAD,3,742,141,0
7739,OO,6979,IAH,ORD,3,742,153,1
7740,UA,424,IAD,BOS,3,742,97,0
7741,UA,517,IAD,DEN,3,742,233,1
7742,UA,673,ORD,DFW,3,742,159,1
7743,XE,2991,LIT,IAH,3,742,82,0
7744,YV,7307,IAD,CHS,3,742,98,1
7745,9E,4150,IND,DCA,3,743,95,0
7746,DL,2020,LAX,MEM,3,743,221,1
7747,DL,2694,ATL,PHL,3,743,129,1
7748,OH,6449,GSO,ATL,3,743,106,0
7749,CO,722,MSY,IAH,3,744,71,0
7750,EV,7082,BOS,IAD,3,744,103,1
7751,OO,6942,COS,DEN,3,744,40,0
7752,9E,3758,AVP,DTW,3,745,100,1
7753,9E,4076,BGM,DTW,3,745,99,1
7754,AA,1209,DFW,SJC,3,745,230,1
7755,AA,1534,DFW,DTW,3,745,155,0
7756,AA,1592,DFW,MCO,3,745,145,1
7757,AA,2243,PIT,DFW,3,745,190,1
7758,AA,491,DFW,SMF,3,745,230,1
7759,AA,4,LAX,JFK,3,745,335,1
7760,AA,524,SAT,DFW,3,745,70,0
7761,AA,526,DFW,TPA,3,745,135,1
7762,AA,775,MIA,STT,3,745,150,0
7763,AS,325,SJC,SEA,3,745,127,0
7764,AS,591,PSP,PDX,3,745,149,0
7765,AS,880,OGG,OAK,3,745,282,0
7766,B6,1126,FLL,RDU,3,745,119,1
7767,B6,154,MCO,JFK,3,745,152,1
7768,CO,629,DEN,EWR,3,745,226,1
7769,CO,93,SFO,IAH,3,745,225,1
7770,DL,1040,ATL,MSY,3,745,95,1
7771,DL,1460,ATL,CLT,3,745,69,0
7772,DL,1589,DTW,BNA,3,745,105,1
7773,DL,1648,MIA,MEM,3,745,157,1
7774,DL,1690,ATL,BDL,3,745,141,0
7775,DL,2930,PDX,MSP,3,745,199,0
7776,DL,72,ATL,JFK,3,745,145,1
7777,EV,5292,MSN,DCA,3,745,115,0
7778,EV,7072,IAD,MHT,3,745,89,1
7779,EV,7112,IAD,JFK,3,745,80,0
7780,FL,305,DEN,ATL,3,745,170,0
7781,MQ,2729,DFW,ABI,3,745,50,1
7782,MQ,2746,BRO,DFW,3,745,95,0
7783,MQ,2934,LEX,DFW,3,745,150,0
7784,MQ,2971,GSO,DFW,3,745,195,0
7785,MQ,2992,CYS,DFW,3,745,115,0
7786,MQ,3235,DFW,ACT,3,745,40,0
7787,MQ,3631,MIA,BNA,3,745,150,0
7788,MQ,3965,ORD,DSM,3,745,75,1
7789,MQ,4269,ORD,CMH,3,745,75,0
7790,MQ,4412,LGA,DTW,3,745,125,1
7791,MQ,4658,LGA,ATL,3,745,155,1
7792,OH,6285,DTW,CID,3,745,105,0
7793,OH,6306,IAD,DTW,3,745,119,1
7794,OO,3067,STL,MKE,3,745,77,1
7795,US,46,BUR,PHX,3,745,85,0
7796,US,625,ABQ,PHX,3,745,77,0
7797,WN,1022,BOS,BWI,3,745,90,1
7798,WN,1234,OAK,SAN,3,745,85,1
7799,WN,1497,FLL,BWI,3,745,155,1
7800,WN,1509,LAS,MCI,3,745,175,1
7801,WN,1667,SNA,SMF,3,745,90,1
7802,WN,171,SEA,STL,3,745,225,1
7803,WN,1812,PHL,BOS,3,745,80,1
7804,WN,19,HOU,CRP,3,745,50,1
7805,WN,2004,MDW,DEN,3,745,160,1
7806,WN,2097,LAX,MCI,3,745,190,1
7807,WN,272,SJC,SAN,3,745,75,0
7808,WN,300,LAS,DEN,3,745,115,1
7809,WN,3588,IND,LAS,3,745,255,1
7810,WN,3659,BNA,BHM,3,745,50,1
7811,WN,37,ELP,DAL,3,745,95,0
7812,WN,520,MCO,RDU,3,745,95,1
7813,WN,647,DAL,ABQ,3,745,110,1
7814,WN,860,BWI,MKE,3,745,125,1
7815,WN,941,ISP,BWI,3,745,75,1
7816,XE,2112,STL,EWR,3,745,149,0
7817,YV,2824,MRY,PHX,3,745,106,0
7818,YV,7285,IAD,ORF,3,745,56,1
7819,AA,2248,DFW,DCA,3,746,165,1
7820,DL,1614,FLL,JFK,3,746,179,1
7821,DL,1666,CMH,ATL,3,746,101,0
7822,DL,2191,ATL,TPA,3,746,85,1
7823,EV,7079,IAD,DTW,3,746,94,1
7824,OO,6614,DEN,PSC,3,746,153,0
7825,OO,6675,DEN,FAT,3,746,145,1
7826,OO,6762,DEN,SBA,3,746,153,0
